Fund Custody Code / SARA code;CashFlow Type Id;CashFlow Type Description;Account Currency(ISO);Confirmed Amount Local ccy;Confirmed Amount Fund ccy;Projected Amount Local ccy;Projected Amount Fund ccy;Trade Date;Creation Date;Settlement Date;ReportDate;MF code;Fund Manager Identifier;Fund Administration Code;Fund name;External Fund Reference
96S;TA;SHS Net Inflow/Outflow;EUR;125880.92;125880.92;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5034;Z8719429;SCA;MORGAN STANLEY GLOBAL SELECTION S FD A;DB5034Z8719429
97G;TA;SHS Net Inflow/Outflow;EUR;33200.54;33200.54;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5032;Z8719429;LHC;BLACKROCK GLOBAL SELECTION L FD A HEDGED;DB5032Z8719429
97H;TA;SHS Net Inflow/Outflow;EUR;23856.81;23856.81;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5032;Z8719429;SHC;BLACKROCK GLOBAL SELECTION S FD A HEDGED;DB5032Z8719429
97S;TA;SHS Net Inflow/Outflow;EUR;67900.02;67900.02;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5032;Z8719429;SCA;BLACKROCK GLOBAL SELECTION S FD A;DB5032Z8719429
98G;TA;SHS Net Inflow/Outflow;EUR;45685.15;45685.15;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;LHC;PREMIUM COUPON  COLLECTION L FD A HEDGED;DB5108Z8719429
98H;TA;SHS Net Inflow/Outflow;EUR;92995.25;92995.25;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;SHC;PREMIUM COUPON  COLLECTION S FD A HED;DB5108Z8719429
98P;TA;SHS Net Inflow/Outflow;EUR;67602.44;67602.44;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;LDI;MEDIOLANUM PREMIUM COUPON  COLLECTION L - B;DB5108Z8719429
98Q;TA;SHS Net Inflow/Outflow;EUR;-23849.37;-23849.37;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;SHD;MEDIOLANUM PREMIUM COUPON  COLLECTION S HEDGED  B;DB5108Z8719429
98S;TA;SHS Net Inflow/Outflow;EUR;17065.68;17065.68;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;SCA;PREMIUM COUPON  COLLECTION S FD A;DB5108Z8719429
98Y;TA;SHS Net Inflow/Outflow;EUR;-33001.92;-33001.92;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;LHD;MEDIOLANUM PREMIUM COUPON  COLLECTION L HEDGED -B;DB5108Z8719429
98Z;TA;SHS Net Inflow/Outflow;EUR;-118155.98;-118155.98;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5108;Z8719429;SDI;MEDIOLANUM PREMIUM COUPON  COLLECTION S-B;DB5108Z8719429
99G;TA;SHS Net Inflow/Outflow;EUR;2533.18;2533.18;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB3020;Z8719429;LHC;MEDIOLANUM  GLOBAL TECH L CLASS HEDGE;DB3020Z8719429
99H;TA;SHS Net Inflow/Outflow;EUR;5475;5475;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB3020;Z8719429;SHC;MEDIOLANUM  GLOBAL TECH S  CLASS HEDGE;DB3020Z8719429
EP1;TA;SHS Net Inflow/Outflow;EUR;25660.37;25660.37;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB4211;Z8719429;LDI;EQUITY POWER COUPON COLLECTION L B EUR;DB4211Z8719429
EP2;TA;SHS Net Inflow/Outflow;EUR;-18749.8;-18749.8;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB4211;Z8719429;LHD;EQUITY POWER COUPON COLLECTION L HDGD B EUR;DB4211Z8719429
EP3;TA;SHS Net Inflow/Outflow;EUR;6046.41;6046.41;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB4211;Z8719429;SDI;EQUITY POWER COUPON COLLECTION S B EUR;DB4211Z8719429
EP4;TA;SHS Net Inflow/Outflow;EUR;159624.39;159624.39;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB4211;Z8719429;SHD;EQUITY POWER COUPON COLLECTION S B HDGD EUR;DB4211Z8719429
MD1;TA;SHS Net Inflow/Outflow;EUR;75563.92;75563.92;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6342;Z8719429;LCA;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP L A EURO;DB6342Z8997924 
MD2;TA;SHS Net Inflow/Outflow;EUR;127031.07;127031.07;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6342;Z8719429;LHC;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP L HEDGED A EURO;DB6342Z8997924 
MD3;TA;SHS Net Inflow/Outflow;EUR;143069.2;143069.2;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6342;Z8719429;SCA;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP S A EURO;DB6342Z8997924 
MD4;TA;SHS Net Inflow/Outflow;EUR;230029.83;230029.83;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6342;Z8719429;SHC;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP S HEDGED A EURO;DB6342Z8997924 
MF2;TA;SHS Net Inflow/Outflow;EUR;25993.53;25993.53;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;LCA;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L A EURO;DB6329Z8719429
MF3;TA;SHS Net Inflow/Outflow;EUR;91562.49;91562.49;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;LDI;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L B EURO;DB6329Z8719429
MF4;TA;SHS Net Inflow/Outflow;EUR;10707.06;10707.06;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;LHC;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L HEDGED A EURO;DB6329Z8719429
MF5;TA;SHS Net Inflow/Outflow;EUR;14993.87;14993.87;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;LHD;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L HEDGED B EURO;DB6329Z8719429
MF6;TA;SHS Net Inflow/Outflow;EUR;18209.44;18209.44;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;SCA;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S A EURO;DB6329Z8719429
MF7;TA;SHS Net Inflow/Outflow;EUR;103799.02;103799.02;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;SDI;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S B EURO;DB6329Z8719429
MF8;TA;SHS Net Inflow/Outflow;EUR;18036.62;18036.62;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;SHC;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S HEDGED A EURO;DB6329Z8719429
MF9;TA;SHS Net Inflow/Outflow;EUR;97535.41;97535.41;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6329;Z8719429;SHD;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S HEDGED B EURO;DB6329Z8719429
ML2;TA;SHS Net Inflow/Outflow;EUR;110947.86;110947.86;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6327;Z8719429;LCA;MEDIOLANUM LONG SHORT STRATEGY COLLECTION L A EURO;DB6327Z8719429
ML3;TA;SHS Net Inflow/Outflow;EUR;168121.19;168121.19;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6327;Z8719429;SCA;MEDIOLANUM LONG SHORT STRATEGY COLLECTION S A EURO;DB6327Z8719429
MS2;TA;SHS Net Inflow/Outflow;EUR;52838.29;52838.29;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;LCA;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L A EURO;DB6330Z8719429
MS3;TA;SHS Net Inflow/Outflow;EUR;152605.83;152605.83;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;LDI;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L B EURO;DB6330Z8719429
MS4;TA;SHS Net Inflow/Outflow;EUR;56355.72;56355.72;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;LHC;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L HDG A EURO;DB6330Z8719429
MS5;TA;SHS Net Inflow/Outflow;EUR;29806.14;29806.14;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;LHD;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L HDG B EURO;DB6330Z8719429
MS6;TA;SHS Net Inflow/Outflow;EUR;24567.6;24567.6;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;SCA;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S A EURO;DB6330Z8719429
MS7;TA;SHS Net Inflow/Outflow;EUR;65274.7;65274.7;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;SDI;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S B EURO;DB6330Z8719429
MS8;TA;SHS Net Inflow/Outflow;EUR;48514.56;48514.56;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;SHC;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S HDG A EURO;DB6330Z8719429
MS9;TA;SHS Net Inflow/Outflow;EUR;209544.39;209544.39;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6330;Z8719429;SHD;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S HDG B EURO;DB6330Z8719429
MU2;TA;SHS Net Inflow/Outflow;EUR;11430.78;11430.78;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;LCA;MEDIOLANUM US COUPON STRATEGY COLLECTION L A EURO;DB6331Z8719429
MU3;TA;SHS Net Inflow/Outflow;EUR;47535.09;47535.09;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;LDI;MEDIOLANUM US COUPON STRATEGY COLLECTION L B EURO;DB6331Z8719429
MU4;TA;SHS Net Inflow/Outflow;EUR;16994.1;16994.1;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;LHC;MEDIOLANUM US COUPON STRATEGY COLLECTION L HEDGED A EURO;DB6331Z8719429
MU5;TA;SHS Net Inflow/Outflow;EUR;15314.27;15314.27;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;LHD;MEDIOLANUM US COUPON STRATEGY COLLECTION L HEDGED B EURO;DB6331Z8719429
MU6;TA;SHS Net Inflow/Outflow;EUR;28552.2;28552.2;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;SCA;MEDIOLANUM US COUPON STRATEGY COLLECTION S A EURO;DB6331Z8719429
MU7;TA;SHS Net Inflow/Outflow;EUR;193201.95;193201.95;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;SDI;MEDIOLANUM US COUPON STRATEGY COLLECTION S B EURO;DB6331Z8719429
MU8;TA;SHS Net Inflow/Outflow;EUR;59077.44;59077.44;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;SHC;MEDIOLANUM US COUPON STRATEGY COLLECTION S HEDGED A EURO;DB6331Z8719429
MU9;TA;SHS Net Inflow/Outflow;EUR;115159.75;115159.75;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB6331;Z8719429;SHD;MEDIOLANUM US COUPON STRATEGY COLLECTION S HEDGED B EURO;DB6331Z8719429
PLB;TA;SHS Net Inflow/Outflow;EUR;-6205.19;-6205.19;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5356;Z8719429;LDI;PIMCO INFLATION STRATEGY SELECTION L(B) EUR;DB5356Z5970552
PSB;TA;SHS Net Inflow/Outflow;EUR;-102293.35;-102293.35;0;0;05/07/2016;06/07/2016;07/07/2016;06/07/2016;DB5356;Z8719429;SDI;PIMCO INFLATION STRATEGY SELECTION S(B) EUR;DB5356Z5970552
