Fund Custody Code / SARA code;CashFlow Type Id;CashFlow Type Description;Account Currency(ISO);Confirmed Amount Local ccy;Confirmed Amount Fund ccy;Projected Amount Local ccy;Projected Amount Fund ccy;Trade Date;Creation Date;Settlement Date;ReportDate;MF code;Fund Manager Identifier;Fund Administration Code;Fund name;External Fund Reference
34G;TA;SHS Net Inflow/Outflow;EUR;0;0;26810.36;26810.36;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3017;Z8719429;LHC;PACIFIC COLLECTION L FD A HEDG;DB3017Z8719429
34H;TA;SHS Net Inflow/Outflow;EUR;0;0;340;340;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3017;Z8719429;SHC;PACIFIC COLLECTION S FD A HEDG;DB3017Z8719429
34S;TA;SHS Net Inflow/Outflow;EUR;0;0;1299.63;1299.63;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3017;Z8719429;SCA;PACIFIC COLLECTION S FD A;DB3017Z8719429
35S;TA;SHS Net Inflow/Outflow;EUR;0;0;29561.8;29561.8;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3019;Z8719429;SCA;EMERGING MARKETS COLLECTION S FD A;DB3019Z8719429
38G;TA;SHS Net Inflow/Outflow;EUR;0;0;86043.62;86043.62;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;LHC;GLOBAL HIGH YIELD L FD A HEDGED;DB3015Z8719429
38H;TA;SHS Net Inflow/Outflow;EUR;0;0;104074.03;104074.03;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;SHC;GLOBAL HIGH YIELD S FD A HEDGED;DB3015Z8719429
38S;TA;SHS Net Inflow/Outflow;EUR;0;0;80417.43;80417.43;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;SCA;GLOBAL HIGH YIELD S FD A;DB3015Z8719429
39G;TA;SHS Net Inflow/Outflow;EUR;0;0;164227.36;164227.36;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;LHD;GLOBAL HIGH YIELD L FD B HEDGED;DB3015Z8719429
39H;TA;SHS Net Inflow/Outflow;EUR;0;0;661041.33;661041.33;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;SHD;GLOBAL HIGH YIELD S FD B HEDGED;DB3015Z8719429
39S;TA;SHS Net Inflow/Outflow;EUR;0;0;95504.93;95504.93;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3015;Z8719429;SDI;GLOBAL HIGH YIELD S FD B;DB3015Z8719429
40S;TA;SHS Net Inflow/Outflow;EUR;0;0;750;750;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3020;Z8719429;S;GLOBAL TECH COLLECTION S FD A;DB3020Z8719429
43S;TA;SHS Net Inflow/Outflow;EUR;0;0;4500;4500;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3896;Z8719429;SCA;CHALLENGE GERMAN EQUITY S FUND A RETAIL CLASS;DB3896Z8714205
45S;TA;SHS Net Inflow/Outflow;EUR;0;0;12700;12700;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3888;Z8719429;SCA;CHALLENGE ENERGY EQUITY S FUND A RETAIL CLASS;DB3888Z8719429
46S;TA;SHS Net Inflow/Outflow;EUR;0;0;-7453.69;-7453.69;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3789;Z8719429;SCA;CHALLENGE CYCLICAL EQUITY S FUND A RETAIL CLASS;DB3789Z8719429
49S;TA;SHS Net Inflow/Outflow;EUR;0;0;8302.82;8302.82;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3784;Z8719429;SCA;CHALLENGE COUNTER CYCLICAL EQUITY S FUND A RETAIL CLASS;DB3784Z8719429
50S;TA;SHS Net Inflow/Outflow;EUR;0;0;90782.02;90782.02;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3787;Z8719429;SCA;CHALLENGE FINANCIAL EQUITY S FUND A RETAIL CLASS;DB3787Z8719429
52S;TA;SHS Net Inflow/Outflow;EUR;0;0;-13845.05;-13845.05;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3785;Z8719429;SCA;CHALLENGE TECHNOLOGY EQUITY S FUND A RETAIL CLASS;DB3785Z8719429
53S;TA;SHS Net Inflow/Outflow;EUR;0;0;-120308.87;-120308.87;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3890;Z8719429;SCA;CHALLENGE LIQUIDITY US DOLLAR S FUND A RETAIL CLASS;DB3890Z9397076
65S;TA;SHS Net Inflow/Outflow;EUR;0;0;49322.96;49322.96;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4223;Z8719429;SCA;CHALLENGE INTERNATIONAL EQUITY S FUND A RETAIL CLASS;DB4223Z8719429
66S;TA;SHS Net Inflow/Outflow;EUR;0;0;1481.12;1481.12;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4221;Z8719429;SCA;CHALLENGE SPAIN EQUITY S FUND A RETAIL CLASS;DB4221Z5965004
72S;TA;SHS Net Inflow/Outflow;EUR;0;0;-1521.12;-1521.12;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB2374;Z8719429;SCA;CHALLENGE FLEXIBLE FUND S CLASS;DB2374Z8719429
73S;TA;SHS Net Inflow/Outflow;EUR;0;0;-183298.98;-183298.98;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB2376;Z8719429;SCA;CHALLENGE SOLIDITY AND RETURN S;DB2376Z8719429
74S;TA;SHS Net Inflow/Outflow;EUR;0;0;-166788.33;-166788.33;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB2376;Z8719429;SDI;CHALLENGE SOLIDITY AND RETURN S B UNI;DB2376Z8719429
80S;TA;SHS Net Inflow/Outflow;EUR;0;0;10000;10000;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB8812;Z8719429;SHC;CHALLENGE North American Equity Fund S Hedged;DB8812Z8719429
81S;TA;SHS Net Inflow/Outflow;EUR;0;0;14863.61;14863.61;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB8813;Z8719429;SHC;CHALLENGE European Equity Fund S Hedged;DB8813Z8719429
82S;TA;SHS Net Inflow/Outflow;EUR;0;0;-13349.16;-13349.16;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB8814;Z8719429;SHC;CHALLENGE Pacific Equity Fund S Hedged;DB8814Z8719429
84S;TA;SHS Net Inflow/Outflow;EUR;0;0;18150.26;18150.26;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5199;Z8719429;SDI;CHALLENGE International Income Fund S - B Units;DB5199Z9397076
85S;TA;SHS Net Inflow/Outflow;EUR;0;0;-1005;-1005;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5200;Z8719429;SCA;CHALLENGE International Bond Fund S - A Units;DB5200Z9397076
86S;TA;SHS Net Inflow/Outflow;EUR;0;0;25001.76;25001.76;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5200;Z8719429;SDI;CHALLENGE International Bond Fund S - B Units;DB5200Z9397076
87S;TA;SHS Net Inflow/Outflow;EUR;0;0;15871.12;15871.12;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4223;Z8719429;SHC;CHALLENGE International Equity Fund S Hedged;DB4223Z8719429
89G;TA;SHS Net Inflow/Outflow;EUR;0;0;3599.85;3599.85;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4210;Z8719429;LHC;DYNAMIC COLLECTION L FD A HEDG;DB4210Z8719429
89H;TA;SHS Net Inflow/Outflow;EUR;0;0;-27085.79;-27085.79;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4210;Z8719429;SHC;DYNAMIC COLLECTION S FD A HEDG;DB4210Z8719429
90S;TA;SHS Net Inflow/Outflow;EUR;0;0;1980751.45;1980751.45;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4213;Z8719429;SCA;EURO FIXED INCOME S FD A;DB4213Z8942010
91S;TA;SHS Net Inflow/Outflow;EUR;0;0;263620.69;263620.69;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4213;Z8719429;SDI;EURO FIXED INCOME S FD B;DB4213Z8942010
92S;TA;SHS Net Inflow/Outflow;EUR;0;0;3344.11;3344.11;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4210;Z8719429;SCA;DYNAMIC COLLECTION S FD A;DB4210Z8719429
93G;TA;SHS Net Inflow/Outflow;EUR;0;0;-23630.7;-23630.7;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;LHC;EQUITY POWER COUPONCOLLECTION L FD A H;DB4211Z8719429
93H;TA;SHS Net Inflow/Outflow;EUR;0;0;39444.6;39444.6;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;SHC;EQUITY POWER COUPONCOLLECTION S FD A H;DB4211Z8719429
93S;TA;SHS Net Inflow/Outflow;EUR;0;0;15803.55;15803.55;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;SCA;EQUITY POWER COUPONCOLLECTION S FD A;DB4211Z8719429
95G;TA;SHS Net Inflow/Outflow;EUR;0;0;22026.51;22026.51;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5033;Z8719429;LHC;JP MORGAN GLOBAL SELECTION L FD A HEDGED;DB5033Z8719429
95H;TA;SHS Net Inflow/Outflow;EUR;0;0;71750.65;71750.65;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5033;Z8719429;SHC;JP MORGAN GLOBAL SELECTION S FD A HEDGED;DB5033Z8719429
95S;TA;SHS Net Inflow/Outflow;EUR;0;0;3565.19;3565.19;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5033;Z8719429;SCA;JP MORGAN GLOBAL SELECTION S FD A;DB5033Z8719429
96G;TA;SHS Net Inflow/Outflow;EUR;0;0;71729.04;71729.04;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5034;Z8719429;LHC;MORGAN STANLEY GLOBAL SELECTION L FD A HEDGED;DB5034Z8719429
96H;TA;SHS Net Inflow/Outflow;EUR;0;0;141146.07;141146.07;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5034;Z8719429;SHC;MORGAN STANLEY GLOBAL SELECTION S FD A HEDGED;DB5034Z8719429
96S;TA;SHS Net Inflow/Outflow;EUR;0;0;126817.68;126817.68;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5034;Z8719429;SCA;MORGAN STANLEY GLOBAL SELECTION S FD A;DB5034Z8719429
97G;TA;SHS Net Inflow/Outflow;EUR;0;0;33837.26;33837.26;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5032;Z8719429;LHC;BLACKROCK GLOBAL SELECTION L FD A HEDGED;DB5032Z8719429
97H;TA;SHS Net Inflow/Outflow;EUR;0;0;23947.73;23947.73;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5032;Z8719429;SHC;BLACKROCK GLOBAL SELECTION S FD A HEDGED;DB5032Z8719429
97S;TA;SHS Net Inflow/Outflow;EUR;0;0;68339.96;68339.96;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5032;Z8719429;SCA;BLACKROCK GLOBAL SELECTION S FD A;DB5032Z8719429
98G;TA;SHS Net Inflow/Outflow;EUR;0;0;45830.73;45830.73;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;LHC;PREMIUM COUPON  COLLECTION L FD A HEDGED;DB5108Z8719429
98H;TA;SHS Net Inflow/Outflow;EUR;0;0;94440.93;94440.93;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;SHC;PREMIUM COUPON  COLLECTION S FD A HED;DB5108Z8719429
98P;TA;SHS Net Inflow/Outflow;EUR;0;0;67899.66;67899.66;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;LDI;MEDIOLANUM PREMIUM COUPON  COLLECTION L - B;DB5108Z8719429
98Q;TA;SHS Net Inflow/Outflow;EUR;0;0;-21594.92;-21594.92;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;SHD;MEDIOLANUM PREMIUM COUPON  COLLECTION S HEDGED  B;DB5108Z8719429
98S;TA;SHS Net Inflow/Outflow;EUR;0;0;17634.72;17634.72;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;SCA;PREMIUM COUPON  COLLECTION S FD A;DB5108Z8719429
98Y;TA;SHS Net Inflow/Outflow;EUR;0;0;-32295.73;-32295.73;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;LHD;MEDIOLANUM PREMIUM COUPON  COLLECTION L HEDGED -B;DB5108Z8719429
98Z;TA;SHS Net Inflow/Outflow;EUR;0;0;-116206.03;-116206.03;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5108;Z8719429;SDI;MEDIOLANUM PREMIUM COUPON  COLLECTION S-B;DB5108Z8719429
99G;TA;SHS Net Inflow/Outflow;EUR;0;0;2741.44;2741.44;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3020;Z8719429;LHC;MEDIOLANUM  GLOBAL TECH L CLASS HEDGE;DB3020Z8719429
99H;TA;SHS Net Inflow/Outflow;EUR;0;0;5500;5500;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB3020;Z8719429;SHC;MEDIOLANUM  GLOBAL TECH S  CLASS HEDGE;DB3020Z8719429
EP1;TA;SHS Net Inflow/Outflow;EUR;0;0;27285.35;27285.35;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;LDI;EQUITY POWER COUPON COLLECTION L B EUR;DB4211Z8719429
EP2;TA;SHS Net Inflow/Outflow;EUR;0;0;-17234.83;-17234.83;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;LHD;EQUITY POWER COUPON COLLECTION L HDGD B EUR;DB4211Z8719429
EP3;TA;SHS Net Inflow/Outflow;EUR;0;0;7376.62;7376.62;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;SDI;EQUITY POWER COUPON COLLECTION S B EUR;DB4211Z8719429
EP4;TA;SHS Net Inflow/Outflow;EUR;0;0;161058.89;161058.89;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB4211;Z8719429;SHD;EQUITY POWER COUPON COLLECTION S B HDGD EUR;DB4211Z8719429
MD1;TA;SHS Net Inflow/Outflow;EUR;0;0;79993.52;79993.52;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6342;Z8719429;LCA;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP L A EURO;DB6342Z8997924 
MD2;TA;SHS Net Inflow/Outflow;EUR;0;0;130203.93;130203.93;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6342;Z8719429;LHC;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP L HEDGED A EURO;DB6342Z8997924 
MD3;TA;SHS Net Inflow/Outflow;EUR;0;0;145098.64;145098.64;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6342;Z8719429;SCA;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP S A EURO;DB6342Z8997924 
MD4;TA;SHS Net Inflow/Outflow;EUR;0;0;231830.49;231830.49;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6342;Z8719429;SHC;MEDIOLANUM DYNAMIC INTERNATIONAL VALUE OPP S HEDGED A EURO;DB6342Z8997924 
MF2;TA;SHS Net Inflow/Outflow;EUR;0;0;26416.77;26416.77;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;LCA;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L A EURO;DB6329Z8719429
MF3;TA;SHS Net Inflow/Outflow;EUR;0;0;94620.6;94620.6;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;LDI;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L B EURO;DB6329Z8719429
MF4;TA;SHS Net Inflow/Outflow;EUR;0;0;11414.25;11414.25;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;LHC;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L HEDGED A EURO;DB6329Z8719429
MF5;TA;SHS Net Inflow/Outflow;EUR;0;0;16014.77;16014.77;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;LHD;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION L HEDGED B EURO;DB6329Z8719429
MF6;TA;SHS Net Inflow/Outflow;EUR;0;0;18404.17;18404.17;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;SCA;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S A EURO;DB6329Z8719429
MF7;TA;SHS Net Inflow/Outflow;EUR;0;0;104439.29;104439.29;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;SDI;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S B EURO;DB6329Z8719429
MF8;TA;SHS Net Inflow/Outflow;EUR;0;0;18078.76;18078.76;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;SHC;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S HEDGED A EURO;DB6329Z8719429
MF9;TA;SHS Net Inflow/Outflow;EUR;0;0;98198.77;98198.77;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6329;Z8719429;SHD;MEDIOLANUM FIDELITY ASIAN COUPON SELECTION S HEDGED B EURO;DB6329Z8719429
ML2;TA;SHS Net Inflow/Outflow;EUR;0;0;112481.65;112481.65;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6327;Z8719429;LCA;MEDIOLANUM LONG SHORT STRATEGY COLLECTION L A EURO;DB6327Z8719429
ML3;TA;SHS Net Inflow/Outflow;EUR;0;0;168976.06;168976.06;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6327;Z8719429;SCA;MEDIOLANUM LONG SHORT STRATEGY COLLECTION S A EURO;DB6327Z8719429
MS2;TA;SHS Net Inflow/Outflow;EUR;0;0;53926.02;53926.02;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;LCA;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L A EURO;DB6330Z8719429
MS3;TA;SHS Net Inflow/Outflow;EUR;0;0;156388.72;156388.72;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;LDI;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L B EURO;DB6330Z8719429
MS4;TA;SHS Net Inflow/Outflow;EUR;0;0;56772.63;56772.63;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;LHC;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L HDG A EURO;DB6330Z8719429
MS5;TA;SHS Net Inflow/Outflow;EUR;0;0;31330.84;31330.84;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;LHD;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION L HDG B EURO;DB6330Z8719429
MS6;TA;SHS Net Inflow/Outflow;EUR;0;0;24677.42;24677.42;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;SCA;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S A EURO;DB6330Z8719429
MS7;TA;SHS Net Inflow/Outflow;EUR;0;0;65756.66;65756.66;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;SDI;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S B EURO;DB6330Z8719429
MS8;TA;SHS Net Inflow/Outflow;EUR;0;0;48740.27;48740.27;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;SHC;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S HDG A EURO;DB6330Z8719429
MS9;TA;SHS Net Inflow/Outflow;EUR;0;0;211895.39;211895.39;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6330;Z8719429;SHD;MEDIOLANUM EUROPEAN COUPON STRATEGY COLLECTION S HDG B EURO;DB6330Z8719429
MU2;TA;SHS Net Inflow/Outflow;EUR;0;0;12067.66;12067.66;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;LCA;MEDIOLANUM US COUPON STRATEGY COLLECTION L A EURO;DB6331Z8719429
MU3;TA;SHS Net Inflow/Outflow;EUR;0;0;48542.02;48542.02;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;LDI;MEDIOLANUM US COUPON STRATEGY COLLECTION L B EURO;DB6331Z8719429
MU4;TA;SHS Net Inflow/Outflow;EUR;0;0;17850;17850;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;LHC;MEDIOLANUM US COUPON STRATEGY COLLECTION L HEDGED A EURO;DB6331Z8719429
MU5;TA;SHS Net Inflow/Outflow;EUR;0;0;15760.42;15760.42;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;LHD;MEDIOLANUM US COUPON STRATEGY COLLECTION L HEDGED B EURO;DB6331Z8719429
MU6;TA;SHS Net Inflow/Outflow;EUR;0;0;28974.5;28974.5;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;SCA;MEDIOLANUM US COUPON STRATEGY COLLECTION S A EURO;DB6331Z8719429
MU7;TA;SHS Net Inflow/Outflow;EUR;0;0;193961.34;193961.34;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;SDI;MEDIOLANUM US COUPON STRATEGY COLLECTION S B EURO;DB6331Z8719429
MU8;TA;SHS Net Inflow/Outflow;EUR;0;0;59249.01;59249.01;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;SHC;MEDIOLANUM US COUPON STRATEGY COLLECTION S HEDGED A EURO;DB6331Z8719429
MU9;TA;SHS Net Inflow/Outflow;EUR;0;0;116382.69;116382.69;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB6331;Z8719429;SHD;MEDIOLANUM US COUPON STRATEGY COLLECTION S HEDGED B EURO;DB6331Z8719429
PLB;TA;SHS Net Inflow/Outflow;EUR;0;0;-6157.4;-6157.4;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5356;Z8719429;LDI;PIMCO INFLATION STRATEGY SELECTION L(B) EUR;DB5356Z5970552
PSB;TA;SHS Net Inflow/Outflow;EUR;0;0;-102010.25;-102010.25;05/07/2016;05/07/2016;07/07/2016;05/07/2016;DB5356;Z8719429;SDI;PIMCO INFLATION STRATEGY SELECTION S(B) EUR;DB5356Z5970552
