MEDIO;RBC;20160830;105952;;CREATE11272781682;TXT;FTP_CUS;1
CREATE;MEDIO;1682;;;;;;;20160830;105952;;N;;;;;AFS;DB8123Z1230001;;EFM;IX31155119-0;;B1;;EURO STOXX 50     Dec16;O;20160830;20160830;20161216;10;EUR;2923;292300;10;EUR;0;;;;;;292300;EUR;;1200;BNPAGB22;BNP PARIBAS LONDON;606862;;;;;;;;;;;;1127278;T;;;;SX5E Index;BL;SX5E Index;VGZ6 Index;
