M4    MEDIOLANUM FLESSIBILE OBBLIGAZ GLOBALE  IT000506689620210730202108020000511728617912+0000000000097313+0000000000097313+0005258499712104+YY
M6    MEDIOLANUM FLESSIBILE VALORE ATTIVO     IT000493115720210730202108020000357597530052+0000000000092663+0000000000103403+0003859279810204+YY
M4    MEDIOLANUM FLESSIBILE OBBLIGAZ GLOBALE  IT000117812520210730202108020001602005784902+0000000000082473+0000000000118163+0019424810775204+YY
M6    MEDIOLANUM FLESSIBILE VALORE ATTIVO     IT000506693820210730202108020000159866930362+0000000000101233+0000000000101233+0001579184543704+YY
M4    MEDIOLANUM FLESSIBILE OBBLIGAZ GLOBALE  IT000498608620210730202108020000284058123782+0000000000105923+0000000000105923+0002681885610804+YY
