VALUATION_DATE|INDEX_CODE|INDEX_NAME|INDEX_CURRENCY|INDEX_CLASS_CODE|DIVIDEND_CAP_CODE|HEDGED_FLAG|SOURCE_CODE|SOURCE_NAME|INDEX_SYMBOL|PRODUCER|INDEX_COMPOSITION_DATE|INDEX_LEVEL_BASE_CCY|MARKET_CAP_BASE_CCY|NB_CONSTITUENTS|HEDGED_RATIO
20171004|BASK-BLEND66-PR-P-LOC|10% MSCI AC WORLD NR in LOC 20% Merrill Lynch Euro Treasury Bill TR in EUR 30% Merrill Lynch Global Fixed Income Markets TR in EUR 40% Merrill Lynch Global Fixed Income Markets TR HEDGED in EUR|LOC|BLEND|PR|P|BASK|RIMES Bask|BLEND66|RIMES|20171003|157.3693972192|||
